"mrt_flow.中山","mrt_flow.北投","mrt_flow.北門","mrt_flow.古亭","mrt_flow.士林","mrt_flow.大橋頭","mrt_flow.松山"
3316,1096,746,2351,1930,726,1124
3406,1157,752,2413,1751,762,1102
3170,1010,684,2009,1545,707,981
3328,1065,636,2239,1756,771,1174
4063,1845,992,2923,2856,1198,1407
5894,2699,1905,4982,4625,2113,2910
8944,3640,2767,7160,5371,2713,5544
6344,2224,1565,4376,3475,1528,4270
4199,1456,747,2550,1996,994,1909
3854,1260,595,2424,1931,934,1468
3254,1030,386,1862,1388,722,1077
896,355,137,575,470,281,422
2,2,0,0,6,0,0
465,965,252,750,896,475,555
1963,3582,1555,3367,4470,2214,2815
5785,3616,3198,6979,4334,2956,6411
3600,2087,1370,4152,3119,1382,3570
2740,1404,731,2447,1787,876,1286
2985,1224,627,2034,1674,761,1013
3654,1292,747,2458,2207,891,1300
3689,1230,859,2563,2060,888,1309
3454,1159,753,2213,1889,739,1058
3683,1191,730,2368,2046,854,1229
4496,1960,1013,3200,3082,1219,1572
6652,2853,1961,5324,5093,2227,3130
9784,3903,2914,7712,5737,2769,5915
6475,2374,1583,4561,3377,1575,4339
4382,1513,815,2679,2174,981,2005
4349,1346,723,2725,2023,974,1679
3571,1158,484,2142,1608,738,1228
947,403,168,651,497,294,457
389,135,82,257,190,114,157
34,20,3,3,6,0,0
2,1,0,0,6,2,0
455,991,242,677,929,489,582
2085,3624,1534,3213,4317,2236,2847
5616,3777,3087,6580,4174,2838,6303
3419,2104,1364,4151,3028,1424,3350
2673,1465,739,2357,1833,823,1318
3137,1358,665,2128,1819,823,1091
3702,1466,788,2733,2371,971,1460
3933,1440,941,2738,2337,896,1348
3663,1313,864,2390,2114,774,1199
3936,1251,796,2483,2021,1054,1247
4614,2070,1159,3215,3191,1320,1730
7081,2949,1938,5319,5112,1950,3188
10112,3792,2866,7298,5700,2566,6058
6877,2355,1585,4472,3466,1565,4067
4677,1536,790,2721,2239,975,2245
4570,1414,728,2729,2124,973,1800
3822,1195,527,2100,1641,770,1299
1077,455,190,667,570,335,508
444,133,98,277,209,116,154
19,12,2,6,2,1,0
2,2,0,0,5,0,0
492,980,248,696,966,467,548
2007,3650,1577,3358,4392,2216,2748
5676,3729,3164,6652,4341,2844,6375
3445,2121,1360,3999,3148,1451,3304
2770,1497,832,2499,1905,847,1317
3275,1422,701,2130,1956,793,1166
3686,1311,853,2599,2239,851,1339
3687,1418,1068,2617,2211,911,1347
3863,1277,856,2312,2047,752,1095
4059,1368,941,2380,2246,862,1251
4694,2074,1246,3229,3254,1405,1639
6912,2991,2056,5343,5059,2024,3144
10485,3857,2900,7367,6132,2713,5856
6975,2366,1532,4406,3429,1561,4307
4629,1562,822,2680,2294,1066,2085
4485,1426,771,2701,2050,967,1814
3838,1236,500,2117,1857,802,1247
1224,455,189,712,606,372,525
791,212,160,454,314,236,233
36,20,7,5,18,5,0
2,0,0,0,6,0,0
471,1001,251,652,925,491,554
1969,3590,1554,3252,4386,2159,2705
5621,3730,3062,6621,4123,2777,6252
3317,2112,1347,3863,3010,1313,3160
3012,1566,877,2475,2138,956,1428
3730,1506,757,2262,2088,892,1178
4380,1418,934,2830,2510,940,1496
4577,1495,1160,2934,2625,1012,1398
4715,1343,1036,2584,2326,841,1292
4774,1473,1092,2692,2558,981,1492
5985,2311,1447,3588,3765,1487,1977
8527,3172,2238,5715,5957,2254,3631
12906,3999,3047,7665,6621,2772,6323
9177,2618,1903,4855,4183,1924,4790
5899,1611,968,2858,2370,1202,2428
6181,1664,916,3031,2326,1253,2100
5622,1334,829,2661,2102,1101,2107
2017,699,339,1090,834,513,847
670,241,159,345,329,180,249
26,19,7,9,6,1,0
0,2,0,2,4,0,0
345,447,147,409,471,371,350
584,901,302,1022,1138,708,814
1359,1508,567,2202,1808,830,1196
2220,1681,746,2665,2277,1072,1274
3328,1766,906,2432,2534,1138,1332
5470,2060,1145,2766,2733,1346,1492
6127,2047,1232,3296,3442,1359,1750
7006,1882,1468,3539,3512,1398,1858
7524,1812,1600,3069,3144,1220,1603
8197,1706,1531,3008,3058,1292,1735
9647,1919,1788,3538,3389,1448,2149
10979,2273,1936,4340,4176,1655,2511
9450,2029,1615,3987,3596,1456,2642
7472,1587,1206,2620,2405,1073,1872
5751,1316,868,2130,1870,1045,1523
5599,1213,827,2107,1859,936,1586
5011,987,660,1903,1428,867,1702
1940,617,299,871,703,433,680
395,141,88,256,210,125,188
17,8,0,4,4,1,0
0,0,0,0,5,0,0
353,316,116,379,361,334,233
464,684,270,812,772,663,506
1029,1033,416,1783,1264,608,793
1719,1311,598,1819,1690,799,990
2853,1327,706,1853,1986,795,1044
4736,1668,912,2144,2279,986,1411
5033,1626,977,2595,2310,1101,1411
5722,1621,1245,3119,2569,1094,1601
6465,1532,1131,2467,2453,1003,1544
6435,1371,1136,2201,2228,908,1459
7262,1496,1197,2994,2553,1026,1661
8383,2151,1314,3361,3205,1186,2075
7144,1679,1119,2748,2664,1187,2015
5448,1286,851,1954,2053,1034,1633
4387,1181,733,1869,1484,858,1362
4077,1033,581,1668,1422,996,1368
3250,826,486,1215,1105,755,1226
1140,392,231,570,565,344,525
330,123,102,234,181,80,168
17,15,1,4,4,2,0
2,0,0,0,7,0,0
459,972,255,684,1015,498,542
1980,3582,1526,3212,4506,2216,2753
5570,3550,3084,6439,4090,2814,6542
3282,2029,1306,3784,2965,1384,3263
2543,1385,778,2244,1836,809,1364
2983,1390,724,1918,1761,804,1118
3582,1349,754,2507,2193,864,1287
3483,1283,841,2428,2055,819,1284
3471,1077,791,2250,1852,754,1139
3599,1266,896,2311,1913,861,1272
4171,1931,1080,3071,3057,1108,1676
6231,2794,1951,5054,4882,2123,3177
9342,3718,2794,7058,5765,2584,5885
6147,2390,1598,4272,3445,1521,4184
4220,1526,772,2490,2053,954,2002
3910,1345,654,2388,1898,1000,1583
2830,992,473,1829,1518,682,1158
913,370,153,586,530,319,477
334,139,76,256,172,92,174
19,16,2,7,1,1,1
2,0,0,0,6,0,0
466,991,263,704,938,443,567
1968,3656,1538,3331,4472,2172,2854
5636,3910,3162,6777,4393,2907,6218
3439,2163,1350,4167,3173,1383,3536
2637,1549,803,2537,1953,884,1317
2951,1373,645,2127,1909,780,1134
3586,1395,819,2527,2271,888,1348
3564,1472,906,2659,2261,863,1280
3543,1280,832,2295,2091,802,1141
3764,1341,880,2447,2261,899,1213
4328,2137,1176,3222,3190,1227,1715
6466,3064,2013,5322,5326,2106,3126
9598,3729,2937,7433,6010,2778,6059
6452,2453,1588,4400,3669,1564,4144
4315,1519,811,2691,2150,967,2103
4153,1477,742,2764,2109,1013,1745
3310,1113,508,2055,1646,787,1229
1031,378,179,667,576,310,522
401,153,77,249,207,92,192
19,9,2,7,10,4,0
0,2,0,0,5,0,0
504,1035,280,702,932,494,584
2004,3705,1560,3264,4381,2229,2866
5557,3688,3084,6576,4299,2881,6494
3396,2123,1345,4099,3086,1402,3310
2608,1456,790,2362,2162,898,1365
3170,1487,736,2255,2065,827,1203
3729,1498,837,2751,2413,965,1425
3820,1475,997,2918,2394,869,1434
3680,1365,913,2318,2278,765,1247
3719,1264,877,2441,2261,982,1352
4619,2074,1185,3245,3284,1138,1814
6746,3071,2034,5333,5186,2144,3308
10226,3847,2937,7301,5856,2637,6057
6895,2473,1685,4505,3476,1627,4281
4701,1640,845,2820,2257,1137,2184
4584,1449,724,2724,2049,1131,1850
3735,1197,514,2136,1593,760,1298
1087,443,190,661,520,323,572
391,148,88,252,199,86,166
16,12,1,4,4,2,0
2,0,0,0,7,0,0
477,986,286,717,972,585,556
2037,3658,1548,3344,4274,2214,2780
5659,3832,3147,6695,4116,2784,6464
3384,2235,1469,4131,3066,1426,3213
2764,1603,837,2567,2065,956,1298
3231,1440,789,2112,2081,901,1206
3785,1415,877,2495,2428,905,1379
3900,1292,986,2680,2218,969,1364
3765,1280,853,2227,2208,866,1173
3933,1348,956,2534,2198,928,1378
4575,2016,1204,3288,3223,1316,1723
7065,3029,1998,5275,5279,2160,3213
10572,3791,2949,7237,6160,2757,6102
6949,2440,1722,4678,3652,1624,4341
4870,1630,895,2886,2303,1086,2298
4918,1392,810,2779,2151,1113,1859
3502,1162,507,2105,1659,773,1313
1090,436,165,708,556,311,534
754,227,160,466,304,196,211
25,20,4,8,7,1,0
2,2,2,0,7,0,2
484,958,233,664,963,449,551
2003,3546,1542,3319,4223,2231,2840
5665,3649,3076,6785,4287,2893,6405
3431,2243,1383,4171,2957,1458,3307
2815,1548,834,2677,2033,991,1340
3753,1471,805,2423,2070,839,1189
3954,1517,865,2952,2482,939,1382
4367,1465,1186,3091,2393,1104,1357
4550,1481,989,2843,2210,973,1331
4758,1444,1043,2896,2355,998,1507
5557,2277,1451,3731,3470,1510,1948
8496,3192,2262,5927,5502,2195,3549
12994,4214,3271,7736,6288,3058,6274
8990,2724,1835,4785,3842,1868,4591
6037,1702,954,3051,2428,1343,2407
6184,1665,993,3116,2429,1348,2140
5630,1434,754,2606,2143,1077,1831
2003,659,365,1019,764,572,772
799,298,155,386,350,208,230
34,23,3,2,8,7,1
0,0,0,0,9,0,0
323,415,130,473,479,457,302
646,815,330,982,1017,850,741
1284,1447,538,2386,1750,912,1106
2188,1805,779,2507,2451,1079,1186
3245,1805,1035,2549,2666,1119,1203
5517,2018,1157,2976,3031,1381,1488
5828,2147,1172,3566,3198,1473,1737
6794,1918,1390,3757,3307,1426,1752
7160,1906,1490,3112,2830,1278,1604
7431,1699,1413,3020,3054,1241,1616
8247,1781,1460,3314,3394,1299,1859
10311,2199,1772,4442,3835,1771,2450
8721,1973,1463,3810,3677,1510,2357
6939,1404,1032,2407,2485,1111,1711
5968,1286,899,2162,2050,1111,1575
5852,1307,862,2241,2069,1121,1579
4647,1186,754,1779,1672,823,1340
1881,533,348,835,790,486,666
331,133,55,218,149,133,123
11,16,1,5,4,0,1
0,0,0,0,7,0,0
331,310,117,412,367,304,235
475,650,247,768,748,653,462
1071,1005,401,1630,1334,612,744
1675,1225,557,1814,1716,712,908
2644,1306,699,1735,1845,798,902
4582,1586,837,2228,2202,949,1061
4946,1670,915,2675,2263,1020,1296
5228,1399,1159,2912,2566,1040,1349
5778,1450,1111,2438,2157,988,1235
6096,1348,1081,2122,2236,871,1323
6492,1464,1148,2304,2386,935,1413
7211,1679,1197,3205,2841,1151,1723
6072,1521,1117,2554,2539,1206,1672
4596,1183,780,1786,1793,901,1340
3914,963,632,1602,1542,893,1023
3887,878,571,1686,1455,1024,1070
2637,797,424,1102,1059,629,853
930,374,171,576,488,326,372
346,143,74,275,163,121,150
2041,3529,1554,3284,4357,2253,2791
5862,3468,3166,6928,4198,2968,6641
3369,1948,1384,4090,2890,1449,3236
2592,1228,753,2368,1712,868,1302
3195,1196,669,2083,1666,778,1081
3325,1213,733,2431,2031,838,1252
3473,1204,903,2600,1819,882,1202
3534,1172,775,2203,1889,747,1101
3522,1181,790,2443,1946,847,1228
4141,1893,1026,3102,2985,1162,1539
6074,2713,2018,5109,4786,2081,2996
9195,3561,2897,7345,5390,2687,5640
6363,2254,1644,4609,3401,1581,4233
4095,1387,841,2735,2140,1040,1932
3910,1248,669,2504,1931,989,1485
2829,969,503,1904,1362,672,1083
883,366,214,645,504,275,454
518,994,275,679,934,469,558
2000,3556,1669,3537,4472,2226,2881
6125,3671,3333,7165,4325,3078,6767
3604,2029,1428,4425,3096,1432,3471
2748,1396,756,2652,1834,868,1304
2956,1242,645,2132,1737,756,1068
3358,1346,829,2571,2214,760,1301
3386,1256,844,2704,2139,855,1204
3567,1147,760,2315,1997,709,1038
3410,1192,820,2548,1969,824,1217
3943,1900,1117,3157,2942,1228,1553
6125,3023,2120,5522,5236,2056,3016
9540,3781,2931,7635,5507,2847,5970
6402,2412,1695,4809,3486,1582,4582
4451,1482,844,2714,2164,984,2001
3947,1373,716,2785,2029,983,1683
2930,1031,538,2047,1453,748,1095
934,389,166,700,469,298,495
330,126,65,233,157,90,203
17,16,2,6,8,1,1
2,2,0,2,6,0,0
489,950,258,675,903,467,553
2007,3676,1574,3361,4311,2159,2809
5787,3696,3260,6914,4275,2952,6724
3367,2195,1440,4213,3151,1460,3495
2655,1460,803,2422,1889,926,1327
3132,1504,639,2206,1929,826,1122
3483,1519,764,2691,2471,981,1323
3724,1480,950,2851,2198,947,1353
3650,1351,828,2514,2022,809,1207
3673,1280,869,2584,2027,977,1304
4458,2124,1195,3408,3217,1273,1744
6545,3020,2090,5640,5131,2028,3274
9783,3762,2964,7588,5662,2611,6053
6705,2395,1655,4670,3415,1624,4482
4497,1561,870,2791,2192,1000,2104
4384,1484,733,2895,1916,942,1736
3259,1091,453,2164,1526,715,1265
897,465,185,665,460,307,485
386,151,83,305,159,93,173
24,13,1,6,5,1,0
2,2,0,0,7,0,0
451,980,275,681,903,479,562
1981,3606,1572,3395,4289,2203,2912
5757,3887,3173,6938,4365,2919,6690
3480,2115,1405,4192,3263,1458,3560
2881,1588,875,2569,2059,925,1547
3259,1505,670,2144,2078,847,1182
3370,1405,798,2697,2491,914,1438
3722,1406,992,2731,2307,961,1318
3819,1366,911,2410,2306,823,1205
3927,1313,864,2486,2307,862,1357
4748,2273,1239,3311,3378,1347,1713
6989,3087,2062,5508,5706,2160,3367
10159,3814,2919,7623,5879,2740,6118
6815,2538,1672,4751,3626,1609,4483
4772,1474,913,2825,2239,1073,2217
4555,1413,772,2919,2064,1067,1773
3436,1121,534,2205,1530,770,1379
1108,425,226,787,527,364,532
859,259,156,487,322,221,282
31,29,7,6,7,3,2
2,2,0,0,11,0,0
489,974,254,708,893,464,592
1951,3612,1492,3381,4329,2207,2903
5715,3769,3165,6770,4275,2883,6738
3413,2155,1410,4005,2941,1443,3362
2846,1530,838,2543,1963,920,1473
3475,1513,784,2188,1955,936,1152
4024,1587,915,2843,2548,1012,1457
4264,1518,1078,2960,2400,1054,1454
4526,1601,1026,2726,2448,967,1282
4563,1467,1010,2712,2639,1056,1413
5615,2269,1335,3569,3860,1752,1853
8196,3285,2088,5676,6033,2172,3532
12538,4396,3114,7806,6539,2744,6430
8646,2691,1812,4688,3928,1864,4686
5733,1699,895,2954,2402,1250,2425
5893,1620,888,3006,2316,1238,2190
5339,1504,716,2530,2262,992,1698
2116,638,383,1123,918,526,752
739,241,167,426,318,199,326
31,23,9,7,6,11,0
0,0,0,0,6,2,0
372,458,131,425,448,350,308
615,963,337,1134,1044,702,823
1333,1640,574,2328,1765,780,1111
2043,1953,817,2636,2460,1058,1251
3369,2007,940,2601,2455,1106,1289
5236,2376,1137,2917,2974,1260,1586
5788,2645,1283,3602,3324,1427,1568
6305,2235,1466,3806,3415,1385,1756
7261,2089,1524,3108,3308,1235,1727
7518,1795,1522,3164,3118,1260,1706
8669,2080,1669,3543,3551,1377,2095
10429,2572,1895,4378,4213,1665,2994
8986,2123,1686,3933,3786,1521,2891
6468,1615,1144,2663,2500,1226,2430
5879,1302,852,2139,2063,972,2090
5741,1343,782,2148,2026,966,2163
4727,1141,700,1880,1798,806,1614
1886,609,377,923,859,469,851
364,168,109,252,187,133,162
7,14,3,5,2,2,0
0,0,0,0,5,0,0
296,300,139,359,334,282,226
488,788,293,746,790,741,539
1033,1223,451,1639,1546,658,772
1675,1472,628,1975,2067,807,1012
2845,1582,749,1982,2257,852,951
4915,1946,965,2425,2523,1086,1264
4870,1947,978,2794,2737,1157,1376
5362,1905,1486,2838,2990,1173,1438
6479,1975,1585,2655,2926,1155,1511
6979,1875,1328,2449,2812,1085,1530
7412,2079,1561,2806,2842,1182,1713
8529,2408,1600,3501,3756,1563,2382
6705,1959,1344,3022,3097,1419,2041
5304,1640,889,2124,2231,1034,1778
4277,1273,667,1790,1738,943,1508
4194,1184,577,1737,1499,1003,1551
3036,936,494,1264,1080,840,981
929,438,231,559,516,431,424
379,137,88,220,155,118,178
14,10,1,4,3,2,0
2,0,0,2,6,2,0
504,1016,246,702,1007,520,535
1988,3583,1517,3124,4408,2232,2950
5659,3606,3095,6549,4164,2866,6725
3410,2055,1312,4079,2955,1515,3233
2674,1456,800,2459,1997,889,1434
3052,1506,657,2149,1863,906,1173
3536,1464,839,2465,2202,991,1367
3531,1321,944,2583,2003,862,1358
3451,1208,869,2235,1909,779,1218
3613,1300,831,2403,2220,816,1374
4322,2036,1121,3079,3065,1282,1696
6522,2974,2021,5216,4814,2111,3279
9147,3749,2880,7220,5681,2811,5944
6038,2445,1668,4245,3425,1632,4443
4170,1579,822,2671,1992,994,2058
4029,1434,687,2551,1958,960,1758
2978,1045,427,1841,1449,705,1176
802,389,160,614,435,265,496
348,131,66,221,195,89,141
10,11,0,5,2,2,0
2,0,2,0,5,2,0
489,981,279,728,926,490,578
2000,3710,1617,3357,4462,2213,2976
5931,3870,3213,7054,4384,2964,6835
3620,2238,1429,4357,3329,1500,3490
2907,1489,851,2516,1989,924,1541
3044,1458,687,2092,1890,888,1107
3756,1414,807,2625,2284,842,1319
3625,1429,891,2683,2277,840,1346
3725,1334,791,2329,2088,778,1259
3810,1300,858,2465,2203,793,1430
4376,2070,1163,3142,3204,1234,1701
6705,3072,2061,5506,5172,2174,3285
9732,3724,2856,7545,5881,2741,6096
6419,2374,1647,4572,3593,1612,4551
4341,1645,830,2777,2164,1020,2090
4211,1431,685,2762,2086,961,1687
3095,1080,466,2089,1556,698,1216
920,394,196,641,492,320,498
406,155,82,302,216,109,188
16,11,1,10,3,1,0
4,2,0,0,5,0,2
457,998,273,689,940,469,566
2057,3752,1585,3291,4432,2170,2904
5940,3816,3193,6720,4303,2875,6871
3403,2283,1472,4296,3170,1436,3366
2810,1488,837,2520,2108,948,1398
3236,1551,748,2296,2075,899,1235
3863,1590,808,2757,2582,968,1497
3842,1544,1054,2938,2335,1003,1478
4057,1385,969,2454,2414,814,1223
4036,1429,1022,2579,2351,1086,1368
4842,2222,1233,3497,3412,1173,1824
7314,3095,2204,5458,5268,2187,3323
10381,3857,2929,7451,6092,2755,6203
6983,2459,1641,4557,3687,1635,4408
4785,1663,905,2822,2250,1032,2277
4841,1521,794,2899,2192,1062,1960
3635,1234,504,2193,1724,737,1335
1081,439,213,699,535,308,563
442,169,88,314,199,143,170
15,15,2,3,8,10,2
4,0,0,0,6,0,0
499,1019,263,728,1019,530,590
2091,3637,1579,3413,4274,2168,2908
5852,3902,3273,6918,4402,2914,6561
3629,2310,1435,4272,3194,1514,3419
2919,1655,875,2525,2143,997,1324
3407,1473,795,2282,2106,944,1193
3952,1470,870,2710,2428,976,1314
3870,1482,990,2816,2351,939,1329
3997,1374,913,2445,2295,861,1165
4076,1446,976,2609,2222,956,1392
4996,2164,1195,3401,3265,1265,1671
7359,3141,2077,5435,5282,2252,3275
10576,3929,2983,7559,6127,2791,6106
7059,2536,1794,4678,4208,1677,4236
4850,1619,944,2854,2330,1070,2131
4912,1509,845,2946,2314,1003,1949
3833,1199,550,2251,1744,807,1493
1155,448,210,795,603,333,581
870,293,229,439,343,240,336
38,23,2,4,12,6,3
2,0,0,0,7,0,0
474,996,287,729,917,473,600
2053,3668,1530,3408,4348,2226,2808
5667,3689,3078,6598,4339,2835,6399
3405,2228,1428,3955,3250,1363,3272
3159,1692,910,2428,2352,990,1323
3802,1701,888,2429,2285,984,1225
4557,1627,938,2806,2797,1079,1480
4664,1677,1089,2948,2693,1190,1532
4888,1490,1029,2645,2688,922,1336
5167,1550,1158,2729,2973,1050,1539
6211,2706,1428,3484,4313,1471,1886
8949,3219,2325,5725,6285,2368,3636
13131,4221,3166,7670,6824,2790,6381
9235,2713,1894,4548,4549,1938,4477
6021,1801,1011,2990,2631,1481,2482
6257,1756,1005,3035,2603,1320,2338
5613,1531,718,2756,2497,1125,1897
2331,770,394,1109,838,560,981
859,308,223,447,375,218,364
43,22,2,8,8,4,2
0,1,0,0,6,0,0
363,512,150,463,757,463,497
747,1272,484,1209,2152,925,1227
1414,1688,735,2435,2723,906,1541
2272,1994,868,2765,2819,1162,1665
3517,1991,1043,2628,2950,1174,1568
5718,2244,1264,2903,3389,1387,1850
6044,2198,1524,3601,3811,1500,1895
7212,2232,1875,3833,4105,1572,1933
7773,2197,1857,3315,4029,1527,1763
8474,2074,1802,3367,3938,1478,1974
9039,2150,2170,3715,4206,1630,2248
11213,2718,2221,4574,4683,1878,3152
9748,2495,1975,4142,4584,1848,3301
7392,1935,1291,2753,3116,1347,2640
6423,1559,984,2149,2337,1253,2206
6174,1544,928,2376,2188,1040,2154
5182,1351,841,2136,1978,932,1890
2155,727,465,932,834,569,1226
397,195,82,274,259,178,213
17,13,11,8,10,5,0
0,0,0,0,7,0,0
369,399,140,376,536,304,272
576,754,253,794,1639,897,698
1105,1225,491,1674,2027,787,946
1762,1561,657,2041,2271,986,1065
2922,1644,870,1945,2483,1026,1093
5138,1901,1192,2366,2706,1219,1319
5022,1863,1140,2847,3063,1166,1424
5547,2011,1489,2818,3243,1116,1476
6408,1900,1516,2555,3273,1067,1526
6764,1875,1407,2420,3113,1185,1608
7392,2151,1685,2827,3458,1301,1747
8480,2343,1729,3425,4094,1508,2474
6966,1989,1624,2811,3395,1322,2373
5177,1638,1091,2200,2443,1225,1953
4642,1299,796,1843,1852,1050,1748
4362,1123,624,1755,1737,936,1576
3101,1031,470,1375,1237,796,1064
1000,439,239,598,509,443,561
330,129,82,228,171,87,188
10,15,5,2,2,2,1
4,0,0,0,4,0,0
454,955,244,661,957,510,568
2006,3522,1444,3124,4131,2164,2786
5866,3640,3103,6579,4044,2793,6634
3289,2119,1443,3942,3017,1401,3174
2739,1470,795,2477,2015,922,1377
3124,1507,678,2154,2021,835,1156
3689,1450,797,2468,2399,914,1322
3781,1412,878,2546,2234,872,1345
3630,1296,859,2347,2068,785,1167
3990,1397,897,2398,2160,811,1332
4314,2041,1132,3086,3080,1239,1734
6648,2905,1995,5215,4765,2052,3131
9279,3790,2947,6954,5545,2707,6034
6132,2416,1598,4334,3339,1669,4279
4246,1616,786,2685,2201,1009,2087
4022,1436,681,2468,1950,935,1668
2895,1029,453,1930,1523,708,1199
904,400,193,650,483,282,541
377,131,94,222,178,103,194
478,1045,253,738,913,510,595
2055,3789,1614,3418,4518,2312,2962
5957,3879,3256,6955,4390,2976,6786
3484,2181,1498,4228,3133,1431,3400
2863,1630,793,2547,2017,917,1313
3170,1449,720,2218,2022,789,1158
3645,1483,943,2584,2309,908,1364
3755,1439,1057,2758,2275,982,1302
3900,1352,889,2437,2130,771,1218
3722,1400,960,2604,2301,988,1310
4389,2177,1211,3217,3435,1267,1676
6809,3123,2157,5564,5187,2285,3447
9752,3936,2912,7614,5993,2735,6118
6650,2504,1631,4610,3663,1630,4540
4364,1592,884,2695,2131,1140,2165
4335,1430,682,2808,2139,1005,1869
3270,1167,533,2242,1606,727,1353
1020,438,201,678,511,322,531
383,145,80,294,220,102,164
15,6,0,6,3,2,0
2,0,0,0,7,0,2
495,968,280,726,926,475,579
2083,3689,1608,3321,4390,2318,2899
5941,3868,3201,6894,4338,2963,6891
3518,2198,1452,4329,3130,1457,3365
2786,1409,797,2615,2104,899,1386
3338,1489,747,2311,2022,940,1153
3946,1482,848,2805,2408,981,1417
3876,1460,1010,3062,2472,930,1270
4086,1361,877,2491,2163,761,1111
4202,1294,891,2635,2286,923,1325
4740,2146,1198,3386,3333,1323,1687
7370,3040,2197,5559,5420,2187,3315
10385,3843,3038,7691,5949,2679,6198
6760,2501,1676,4644,3598,1657,4680
4798,1592,800,2943,2239,1081,2181
4839,1431,762,2946,2188,1018,1908
3763,1213,561,2224,1762,766,1383
1087,471,212,719,588,314,534
439,157,113,289,193,132,204
21,16,3,10,7,2,2
2,0,0,0,6,0,0
471,1000,255,682,935,463,555
2064,3684,1637,3384,4415,2257,2833
5774,3957,3237,6835,4398,2916,6700
3487,2239,1408,4192,3414,1492,3373
2926,1558,843,2651,2122,965,1444
3533,1500,782,2254,2071,873,1139
3732,1389,864,2764,2387,898,1363
4014,1394,1028,2744,2374,898,1367
3941,1347,858,2456,2286,836,1225
4116,1418,952,2572,2279,951,1314
4850,1960,1228,3345,3320,1282,1736
7393,3340,2136,5636,5440,2229,3478
10656,4045,3015,7671,6342,2833,6221
6962,2506,1745,4482,3824,1647,4303
4940,1696,891,2903,2454,1129,2270
4911,1530,851,2876,2208,1102,1968
3726,1211,583,2371,1853,852,1532
1230,509,216,782,554,338,667
914,275,213,455,375,223,296
34,28,6,12,15,2,1
2,0,2,0,5,0,0
487,968,271,698,975,485,546
1979,3661,1579,3315,4349,2292,2889
5621,3823,3106,6664,4317,2777,6409
3388,2248,1368,4095,3045,1436,3171
3019,1648,948,2585,2247,1035,1461
3893,1690,847,2429,2290,1002,1210
4446,1716,989,2840,2669,1099,1454
4591,1670,1271,3153,2691,1108,1496
4749,1487,1092,2771,2474,1058,1403
5107,1603,1164,2850,2816,1100,1558
6071,2384,1552,3748,3755,1413,1867
8961,3313,2522,5822,6162,2408,3795
12761,4199,3136,7783,6886,2911,6675
8964,2733,1912,4711,4446,1865,4751
6051,1816,1146,3016,2620,1371,2587
6088,1795,983,3203,2477,1243,2509
5533,1524,813,2675,2223,1143,1898
2192,729,403,1145,862,574,976
854,316,223,400,337,214,385
32,34,11,6,10,4,1
0,0,0,0,4,0,0
377,474,168,482,699,398,373
746,1130,429,1110,1857,1012,944
